"Currency","Position","Probability","Odds","Meets Criterion","File"
EURUSD,hold,0.1546477886341468,7,true,usdjpy-2017-257-12.json
EURUSD,hold,0.1584319554692295,10,true,eurusd-2017-268-01.json
EURUSD,hold,0.16687241156806507,9,true,eurusd-2017-258-10.json
EURUSD,hold,0.18434227907506612,5.5,true,usdchf-2017-276-08.json
EURUSD,hold,0.18933694392050915,9,true,audusd-2017-256-12.json
EURUSD,hold,0.1963313173149369,5.5,true,nzdusd-2017-264-12.json
EURUSD,hold,0.22560656129721704,6,true,usdjpy-2017-266-03.json
EURUSD,hold,0.22956029339408393,4.75,true,nzdusd-2017-262-04.json
EURUSD,hold,0.23226282614636753,5,true,eurusd-2017-270-10.json
EURUSD,hold,0.24120664246124474,3.5,false,usdcad-2017-271-05.json
EURUSD,hold,0.24499055370410042,7,true,usdjpy-2017-283-05.json
EURUSD,hold,0.2453233502174847,3.4,false,usdcad-2017-281-07.json
EURUSD,hold,0.2479240346456795,6,true,nzdusd-2017-270-06.json
EURUSD,hold,0.24960327242356764,3.2,false,nzdusd-2017-278-08.json
EURUSD,hold,0.26058383880687186,4.5,true,eurusd-2017-274-12.json
EURUSD,hold,0.262028900243237,6.5,true,usdjpy-2017-267-12.json
EURUSD,hold,0.26283262929416606,4.25,true,usdchf-2017-264-07.json
EURUSD,hold,0.2714862404512846,3.75,true,eurusd-2017-269-12.json
EURUSD,hold,0.27650648855878907,8.5,true,usdjpy-2017-271-07.json
EURUSD,hold,0.282549315040456,3.3333333333333335,false,audusd-2017-266-10.json
EURUSD,hold,0.2831842302523274,3.5,false,eurusd-2017-276-05.json
EURUSD,hold,0.28485612472679916,3.8,true,usdcad-2017-274-02.json
EURUSD,hold,0.28876406061955795,3.5714285714285716,true,nzdusd-2017-280-01.json
EURUSD,hold,0.28976708902805925,3.2857142857142856,false,audusd-2017-282-11.json
EURUSD,hold,0.290443389074408,2.875,false,eurusd-2017-281-10.json
EURUSD,hold,0.29507783871196364,3.8,true,nzdusd-2017-282-12.json
EURUSD,hold,0.29608499090765533,2.6,false,audusd-2017-252-09.json
EURUSD,hold,0.2981440392257222,3.25,false,gbpusd-2017-268-10.json
EURUSD,hold,0.2984272797740642,3.142857142857143,false,usdjpy-2017-253-12.json
EURUSD,hold,0.3044152866318589,3.4285714285714284,true,usdchf-2017-270-10.json
EURUSD,hold,0.3048203495458702,2.3,false,usdcad-2017-262-04.json
EURUSD,hold,0.30824385982724556,2.5555555555555554,false,eurusd-2017-251-08.json
EURUSD,hold,0.30919376525922404,3,false,usdjpy-2017-254-01.json
EURUSD,hold,0.3092510098883745,3.5,true,usdjpy-2017-276-07.json
EURUSD,hold,0.31272471688223813,5.666666666666667,true,usdchf-2017-251-05.json
EURUSD,hold,0.3129625486744801,2.4444444444444446,false,nzdusd-2017-280-06.json
EURUSD,hold,0.3135732742121619,2.4444444444444446,false,usdcad-2017-263-05.json
EURUSD,hold,0.3167018628146465,3,false,audusd-2017-264-01.json
EURUSD,hold,0.3178083498620642,3,false,audusd-2017-251-02.json
EURUSD,hold,0.3192391681719727,2.2666666666666666,false,usdjpy-2017-266-01.json
EURUSD,hold,0.32059545662285943,3.75,true,eurusd-2017-258-11.json
EURUSD,hold,0.3210718626952813,3.6666666666666665,true,eurusd-2017-276-07.json
EURUSD,hold,0.322855709011151,3.1666666666666665,true,nzdusd-2017-276-10.json
EURUSD,hold,0.3238823551927525,3.1666666666666665,true,eurusd-2017-255-02.json
EURUSD,hold,0.32422697114569365,6.333333333333333,true,eurusd-2017-267-06.json
EURUSD,hold,0.32566495275560803,3.142857142857143,true,usdjpy-2017-283-09.json
EURUSD,hold,0.32850137148477715,2.2222222222222223,false,usdchf-2017-273-08.json
EURUSD,hold,0.3288163740874937,2.2142857142857144,false,gbpusd-2017-279-03.json
EURUSD,hold,0.3295780640359004,2.1538461538461537,false,usdjpy-2017-264-01.json
EURUSD,hold,0.33213443687581024,3.125,true,usdchf-2017-280-01.json
EURUSD,hold,0.33264359814092526,2.8,false,usdjpy-2017-280-09.json
EURUSD,hold,0.33369836220165205,2.2222222222222223,false,usdjpy-2017-279-10.json
EURUSD,hold,0.3375131905566685,4.25,true,eurusd-2017-270-02.json
EURUSD,hold,0.3380533727958338,2.888888888888889,false,usdjpy-2017-256-10.json
EURUSD,hold,0.3402258550605301,2.3,false,usdcad-2017-278-02.json
EURUSD,hold,0.3406524794974765,2,false,usdcad-2017-264-12.json
EURUSD,hold,0.34966093711208396,2,false,nzdusd-2017-282-06.json
EURUSD,hold,0.3503152214255863,2.1,false,nzdusd-2017-281-11.json
EURUSD,hold,0.350517180731764,2.6,false,usdcad-2017-280-10.json
EURUSD,hold,0.3507290602222052,1.9166666666666667,false,gbpusd-2017-273-12.json
EURUSD,hold,0.3525419163141391,3.5,true,usdjpy-2017-269-01.json
EURUSD,hold,0.35418390702639263,2.1666666666666665,false,usdchf-2017-256-01.json
EURUSD,hold,0.3542967888020981,2.875,true,nzdusd-2017-261-09.json
EURUSD,hold,0.3552130100478601,2.8181818181818183,true,usdjpy-2017-263-06.json
EURUSD,hold,0.3563400265381671,2.8,false,usdcad-2017-265-09.json
EURUSD,hold,0.35645702611991165,4.75,true,audusd-2017-273-02.json
EURUSD,hold,0.3577728847727652,1.8,false,usdchf-2017-280-02.json
EURUSD,hold,0.3580798494285097,1.8823529411764706,false,usdcad-2017-264-10.json
EURUSD,hold,0.3598344970698072,1.9166666666666667,false,usdchf-2017-270-04.json
EURUSD,hold,0.3611306603637134,2.2142857142857144,false,usdchf-2017-259-12.json
EURUSD,hold,0.3648550068073474,1.8333333333333333,false,eurusd-2017-267-04.json
EURUSD,hold,0.3654875077088248,1.9230769230769231,false,eurusd-2017-273-08.json
EURUSD,hold,0.36884722161412153,3.5714285714285716,true,eurusd-2017-269-08.json
EURUSD,hold,0.36925554775369335,1.8461538461538463,false,eurusd-2017-277-10.json
EURUSD,hold,0.37099697321244773,3.142857142857143,true,usdchf-2017-271-06.json
EURUSD,hold,0.3719683243147534,2.4444444444444446,false,usdchf-2017-267-11.json
EURUSD,hold,0.37274709591553373,3.2857142857142856,true,audusd-2017-255-01.json
EURUSD,hold,0.37283904421703074,2.2,false,eurusd-2017-279-05.json
EURUSD,hold,0.3731656627542583,2.7777777777777777,true,usdchf-2017-259-04.json
EURUSD,hold,0.37491896156868815,3.2857142857142856,true,usdjpy-2017-256-07.json
EURUSD,hold,0.37646417801685084,2.3846153846153846,false,eurusd-2017-259-11.json
EURUSD,hold,0.3764742698598596,2.7777777777777777,true,usdcad-2017-277-10.json
EURUSD,hold,0.3766094936976911,2.076923076923077,false,eurusd-2017-268-11.json
EURUSD,hold,0.3804495837949409,1.8333333333333333,false,audusd-2017-270-12.json
EURUSD,hold,0.3818411109912423,2.75,true,gbpusd-2017-280-02.json
