"Currency","Position","Probability","Odds","Meets Criterion","File"
EURUSD,hold,0.3369154944632455,4.25,true,usdjpy-2017-304-05.json
EURUSD,hold,0.3750737960130494,6,true,eurusd-2017-295-03.json
EURUSD,hold,0.3844215368023093,3.2857142857142856,true,eurusd-2017-298-07.json
EURUSD,hold,0.40066036488432916,2.6666666666666665,true,gbpusd-2017-297-05.json
EURUSD,hold,0.40225854490239343,2.909090909090909,true,eurusd-2017-298-12.json
EURUSD,hold,0.4075567891982455,2.75,true,gbpusd-2017-307-10.json
EURUSD,hold,0.41293124856190583,4.75,true,gbpusd-2017-291-01.json
EURUSD,hold,0.4223269298347596,2.857142857142857,true,usdjpy-2017-307-05.json
EURUSD,hold,0.42287512486363676,2.6666666666666665,true,usdjpy-2017-295-12.json
EURUSD,hold,0.42400572997289226,2.5454545454545454,true,eurusd-2017-304-05.json
EURUSD,hold,0.42686533302348,2.4545454545454546,true,audusd-2017-292-03.json
EURUSD,hold,0.42734296073954436,3.125,true,eurusd-2017-290-02.json
EURUSD,hold,0.4402569383861609,2.0714285714285716,false,gbpusd-2017-303-06.json
EURUSD,hold,0.4462313828004444,3.3,true,nzdusd-2017-293-05.json
EURUSD,hold,0.45284336935718167,2.0714285714285716,false,usdchf-2017-291-08.json
EURUSD,hold,0.4551953163298714,1.9333333333333333,false,usdjpy-2017-296-12.json
EURUSD,hold,0.46424253429965423,3.5714285714285716,true,eurusd-2017-296-09.json
EURUSD,hold,0.47145712448136223,2.3636363636363638,true,gbpusd-2017-294-07.json
EURUSD,hold,0.4751045777723401,1.9285714285714286,false,gbpusd-2017-303-05.json
EURUSD,hold,0.4764314218482917,1.7647058823529411,false,usdchf-2017-301-02.json
EURUSD,hold,0.47656176104773096,4.285714285714286,true,eurusd-2017-290-08.json
EURUSD,hold,0.47674551991906505,3.375,true,usdchf-2017-300-04.json
EURUSD,hold,0.4807306935609003,2.6666666666666665,true,usdjpy-2017-296-02.json
EURUSD,hold,0.48247854501284354,3.625,true,usdcad-2017-303-09.json
EURUSD,hold,0.48586694717407025,2.2,true,eurusd-2017-297-01.json
EURUSD,hold,0.4891819040104095,2.230769230769231,true,gbpusd-2017-291-03.json
EURUSD,hold,0.4928072494387618,1.8666666666666667,false,usdchf-2017-292-09.json
EURUSD,hold,0.4931976649592289,2.8333333333333335,true,eurusd-2017-294-11.json
EURUSD,hold,0.49342641275685034,2.888888888888889,true,usdchf-2017-294-11.json
